short_name,skip_score,location_city,cussine_list
wok box,88,Calgary,"Japanese, Thai, Vietnamese, Fast Food, Chinese"
wok with dave,88,Calgary,Chinese
wonton express,72,Calgary,Chinese
woods well restaurant and sports bar,72,Calgary,Pub Food
woody's barbq,80,Calgary,Pub Food
woody's taphouse,77,Calgary,Pub Food
wow bao,93,Calgary,Chinese
wow chicken chinatown,99,Calgary,Chinese
wrap me up,87,Calgary,Mediterranean
wurst,90,Calgary,German
wurst uberkitchen wunderbar,86,Calgary,Pub Food
wycked deli,80,Calgary,Korean
xs lounge and grill at the radisson,72,Calgary,Indian
y93 sushi crave japanese cafe,96,Calgary,Japanese
yaad gaar,76,Calgary,"Fast Food, Indian"
yakuza sushi,80,Calgary,Japanese
yalla yalla,80,Calgary,"Fast Food, Mediterranean"
yamato sushi,80,Calgary,Japanese
yamazaki sushi kitchen,66,Calgary,Japanese
yellow box,80,Calgary,Italian
yellow box pizza,80,Calgary,Fast Food
yenny delights,93,Calgary,African
yifang taiwan fruit tea,100,Calgary,"Vietnamese, Chinese"
yim siam thai street food,96,Calgary,"Fast Food, Thai"
yogen fruz,93,Calgary,Fast Food
yogen früz,72,Calgary,Fast Food
yuga downtown,80,Calgary,Indian
yuga traditional indian kitchen and bar,80,Calgary,Indian
yuga westspring,80,Calgary,Indian
yum yum bbq chicken,100,Calgary,Korean
yum yum restaurant,80,Calgary,Chinese
yume sushi,87,Calgary,Japanese
yummy cafe,93,Calgary,Korean
yummy one chinese restaurant,70,Calgary,Chinese
yummy yummy restaurant,86,Calgary,Chinese
yyc hakka junction,80,Calgary,Indian
yyc pasta bar,90,Calgary,Italian
yyc perogies and rice bowls,80,Calgary,Mexican
zaafran lounge & grill,72,Calgary,"Middle Eastern, Indian"
zab der authentic thai and sushi,90,Calgary,Thai
zaika biryani house,82,Calgary,"Middle Eastern, Indian"
zaika the indian delicacy,95,Calgary,Indian
zaitunay wraps,80,Calgary,Fast Food
zam zam catering inc.,75,Calgary,Indian
zaman middle eastern cuisine,75,Calgary,Middle Eastern
zayna kilimanjaro & vietnamese cuisine & grill,80,Calgary,Vietnamese
zcrew cafe,69,Calgary,Korean
zen 8 grill,80,Calgary,"Japanese, Chinese"
zimidara restaurant,67,Calgary,Indian
